0,1,label
10.852635,1.3585571,5
2.6831396,5.211982,0
3.4000757,-2.5895674,4
6.6434555,7.3097835,1
7.409073,-3.379025,9
5.235676,10.384515,2
9.581247,3.4550102,1
-1.3449197,7.6596756,3
8.635741,3.1568353,1
2.8961658,0.11471161,4
-0.88780224,6.977872,3
12.565697,2.3221483,5
-1.891197,5.4650006,3
11.610566,11.20741,6
9.27453,4.2527876,1
-0.54439497,11.851797,7
5.595882,11.499851,2
-2.2275245,-1.702111,8
12.554949,10.346588,6
8.140759,-4.700018,9
3.7905889,-3.2130682,4
2.3948116,5.353967,0
8.057086,-4.296431,9
6.657333,7.3855567,1
7.8868318,4.4652457,1
7.4437566,11.4299135,2
4.522956,-1.4162419,4
-1.4611864,6.899713,3
1.0474206,11.860479,2
0.029861549,10.981986,7
-1.7772478,4.926346,3
-2.161362,-2.2522068,8
12.589606,11.448311,6
8.333399,-4.746032,9
2.639389,3.9626958,0
12.186761,2.202634,5
12.527378,10.383166,6
2.4089136,4.2972155,0
0.5307902,14.253053,7
12.064181,11.263857,6
7.2078915,3.926086,1
-2.0974844,-0.8598472,8
0.60891926,13.676086,7
7.7018366,-4.5837426,9
-2.732762,6.296482,3
7.7519064,-3.3521016,9
-1.4233124,0.00437443,8
11.807497,1.4042517,5
-2.0315714,5.9200735,9
-1.5147686,7.2898536,3
-0.69368285,5.942027,3
3.235293,5.8842072,0
-0.842358,13.67012,7
4.010587,0.13051201,4
7.66118,-3.5059204,9
-1.6040145,-1.4025983,8
4.0541854,6.062718,0
8.225789,-4.310315,9
4.1871037,-2.6739435,4
7.3986917,7.6739397,1
3.2738752,-3.0171728,4
3.3682203,0.45014393,4
12.332587,9.984846,6
2.8042908,5.5393424,0
3.0167646,-1.7963644,4
12.738061,2.208595,5
11.97222,10.293561,6
8.012552,5.977749,1
4.0664787,7.0434604,0
3.6707928,4.2862754,0
8.287747,4.156466,1
-0.5268285,11.404313,7
8.9156,4.622588,1
12.025458,10.815158,6
-1.9178752,6.08624,3
2.7208488,4.6218104,0
7.6501265,11.085582,2
7.0165596,6.6889853,1
7.8312316,6.8958855,1
-0.18248874,11.096313,7
4.1207356,4.4304757,9
2.78612,4.415591,0
5.191604,11.769459,2
11.547667,11.231331,6
0.06532812,13.878477,7
-2.2928674,-1.0679272,8
-2.0429053,5.0148797,3
8.495233,-3.7531474,9
4.1234584,5.8248014,0
2.56709,-0.44407722,4
11.632512,11.073219,6
-0.9046014,11.885044,7
4.2143703,-2.2448747,4
12.082924,10.826187,6
-1.7658551,-1.1446711,8
3.0895305,4.3607574,0
0.22341883,13.135844,7
-1.8697292,-1.3614852,8
-1.8899829,6.187634,3
6.917789,6.635661,1
11.196146,0.7321788,5
-1.152463,12.937517,7
9.049658,4.3505273,1
-0.48197663,12.535478,7
9.930435,3.656537,1
7.96382,6.9156523,1
12.496372,11.180382,6
-0.71656257,7.3964267,3
3.8565748,7.008085,0
6.613046,9.670085,2
6.277239,-1.5076766,9
-1.7747946,7.0782437,3
7.3489485,3.7403007,1
7.9717894,7.4376693,1
2.853387,6.5809,0
2.9808235,-0.2884937,4
7.0916224,-2.6545846,9
7.079168,10.652168,2
3.7078395,5.0845594,0
2.1482487,5.326951,0
0.10890592,12.787136,2
3.5176558,6.6048994,0
6.814493,10.962035,2
-0.6209601,11.504681,7
8.392891,5.016841,1
-2.321783,-0.41791117,8
12.640883,10.911395,6
2.5980828,0.1681042,4
8.101275,3.947691,1
12.056144,9.927044,6
-2.0806324,6.8391438,3
2.806293,0.23375283,4
8.908162,2.9467342,5
7.350264,-4.202516,9
10.451736,3.7600424,1
-0.80361396,7.821333,3
-2.2767367,5.7079444,3
-2.4623938,-1.292637,8
9.243493,1.6564866,5
3.5764024,-0.048572432,4
1.1959376,12.533296,7
-0.072776586,11.025521,7
3.8624194,-0.7793389,4
6.6304665,9.971474,2
-1.4495797,0.67661333,8
12.4225645,1.8825629,5
-1.7627678,-1.3436164,8
12.357369,11.013675,6
1.2742059,12.134744,7
-1.8488121,6.088318,3
